order_id,order_date,product_id,qty,discount_percentage,unit_price,store_id
IN-17023,2023-07-06,P-30,3,0.3,24.99,IK-22
IN-17196,2021-01-11,P-156,4,0.4,129,IK-22
IN-17282,2022-12-26,P-41,4,0.4,149,IK-22
IN-20272,2022-10-31,P-145,3,0.3,179,IK-22
IN-20292,2023-04-03,P-2,3,0.3,29.99,IK-22
IN-21700,2023-06-14,P-6,1,0.1,24.99,IK-22
IN-22613,2021-10-02,P-122,4,0.4,49,IK-22
IN-24759,2022-01-14,P-48,3,0.3,199,IK-22
IN-24905,2023-03-02,P-3,4,0.4,199,IK-22
IN-25236,2023-12-30,P-38,3,0.3,14.99,IK-22
IN-26243,2021-06-29,P-26,3,0.3,349,IK-22
IN-26522,2022-10-09,P-68,2,0.2,29.99,IK-22
IN-29164,2023-12-13,P-40,4,0.4,34.99,IK-22
IN-29879,2022-09-30,P-157,2,0.2,9.99,IK-22
IN-31403,2023-06-16,P-107,3,0.3,199,IK-22
IN-32106,2023-07-11,P-71,1,0.1,99,IK-22
IN-32646,2023-10-24,P-79,1,0.1,159,IK-22
IN-32791,2022-11-28,P-154,3,0.3,29.99,IK-22
IN-33565,2022-04-19,P-125,2,0.2,69,IK-22
IN-33637,2022-12-28,P-13,2,0.2,699,IK-22
IN-34018,2022-06-19,P-14,3,0.3,29.99,IK-22
IN-34139,2023-05-13,P-105,4,0.4,79.99,IK-22
IN-34638,2022-02-06,P-78,1,0.1,329,IK-22
IN-34708,2023-10-06,P-147,4,0.4,199,IK-22
IN-35048,2023-06-23,P-154,1,0.1,29.99,IK-22
IN-35475,2023-01-30,P-50,3,0.3,199,IK-22
IN-35583,2023-11-10,P-86,4,0.4,49.99,IK-22
IN-35758,2023-07-09,P-58,4,0.4,79.99,IK-22
IN-36722,2023-05-08,P-14,1,0.1,29.99,IK-22
IN-37676,2022-06-28,P-7,3,0.3,59.99,IK-22
IN-37858,2022-11-22,P-21,2,0.2,129,IK-22
IN-37882,2023-10-04,P-3,1,0.1,199,IK-22
IN-37976,2022-07-07,P-19,4,0.4,89.99,IK-22
IN-38204,2022-07-10,P-15,3,0.3,999,IK-22
IN-39415,2022-02-18,P-18,3,0.3,45,IK-22
IN-39587,2023-01-09,P-24,1,0.1,49.99,IK-22
IN-39787,2023-06-26,P-1,3,0.3,59.99,IK-22
IN-40378,2022-01-15,P-19,4,0.4,89.99,IK-22
IN-40898,2022-05-30,P-24,3,0.3,49.99,IK-22
IN-41647,2023-09-06,P-14,3,0.3,29.99,IK-22
IN-42143,2022-05-02,P-13,4,0.4,699,IK-22
IN-42328,2023-08-28,P-21,2,0.2,129,IK-22
IN-42431,2022-09-08,P-23,2,0.2,9.99,IK-22
IN-43313,2023-04-23,P-11,2,0.2,24.99,IK-22
IN-43466,2020-10-01,P-4,4,0.4,79.99,IK-22
IN-43496,2020-03-12,P-12,2,0.2,69.99,IK-22
IN-45057,2019-02-17,P-8,3,0.3,99.99,IK-22
IN-45067,2019-01-07,P-16,3,0.3,129,IK-22
IN-46088,2019-12-07,P-8,2,0.2,99.99,IK-22
IN-46161,2020-02-05,P-9,1,0.1,249,IK-22
IN-46680,2021-04-06,P-17,4,0.4,279,IK-22
IN-46738,2021-06-20,P-14,2,0.2,29.99,IK-22
IN-46798,2021-05-16,P-10,2,0.2,6.99,IK-22
IN-46906,2021-09-21,P-17,1,0.1,279,IK-22
IN-47265,2021-10-20,P-24,2,0.2,49.99,IK-22
IN-47361,2021-07-09,P-9,2,0.2,249,IK-22
IN-47423,2019-12-08,P-18,3,0.3,45,IK-22
IN-47447,2019-05-25,P-15,1,0.1,999,IK-22
IN-47511,2021-08-14,P-5,3,0.3,89.99,IK-22
IN-47601,2021-07-17,P-18,2,0.2,45,IK-22
IN-47632,2019-08-15,P-13,4,0.4,699,IK-22
IN-47716,2019-08-25,P-6,3,0.3,24.99,IK-22
IN-47809,2019-03-03,P-8,2,0.2,99.99,IK-22
IN-47853,2021-03-30,P-10,1,0.1,6.99,IK-22
IN-49342,2021-11-06,P-21,4,0.4,129,IK-22
IN-49392,2021-04-06,P-14,4,0.4,29.99,IK-22
IN-49454,2020-12-31,P-21,4,0.4,129,IK-22
IN-49629,2019-08-21,P-18,2,0.2,45,IK-22
IN-1853,2023-08-18,P-60,3,0.3,15,IK-22
IN-1944,2021-07-11,P-134,1,0.1,29.99,IK-22
IN-7625,2022-04-16,P-70,1,0.1,69.99,IK-22
IN-8678,2021-02-04,P-98,3,0.3,199,IK-22
IN-10266,2021-10-04,P-100,2,0.2,12.99,IK-22
IN-15169,2022-12-15,P-69,4,0.4,5.99,IK-22
IN-15708,2022-10-23,P-141,4,0.4,39,IK-22
IN-18300,2021-12-03,P-38,4,0.4,14.99,IK-22
IN-20199,2021-01-15,P-64,2,0.2,9.99,IK-22
IN-20661,2023-08-10,P-39,1,0.1,99,IK-22
IN-22791,2022-06-29,P-152,1,0.1,59.99,IK-22
IN-24271,2023-10-01,P-54,3,0.3,39.99,IK-22
IN-25556,2021-01-10,P-111,2,0.2,89,IK-22
IN-26725,2021-01-23,P-45,2,0.2,59.99,IK-22
IN-27847,2022-12-16,P-23,3,0.3,9.99,IK-22
IN-29889,2023-12-06,P-168,2,0.2,199,IK-22
IN-32292,2023-02-16,P-156,2,0.2,129,IK-22
IN-32366,2022-02-05,P-101,1,0.1,35,IK-22
IN-33646,2023-03-24,P-150,4,0.4,35,IK-22
IN-34234,2022-02-01,P-90,1,0.1,179,IK-22
IN-34610,2023-07-23,P-127,1,0.1,29.99,IK-22
IN-35180,2023-12-20,P-109,3,0.3,179,IK-22
IN-35686,2022-01-23,P-35,2,0.2,14.99,IK-22
IN-36390,2023-12-02,P-86,4,0.4,49.99,IK-22
IN-36731,2023-11-01,P-5,4,0.4,89.99,IK-22
IN-36811,2022-03-27,P-10,3,0.3,6.99,IK-22
IN-37043,2022-03-20,P-14,1,0.1,29.99,IK-22
IN-37046,2023-04-02,P-2,4,0.4,29.99,IK-22
IN-37156,2022-08-06,P-13,1,0.1,699,IK-22
IN-37359,2022-04-08,P-10,1,0.1,6.99,IK-22
IN-37814,2022-10-13,P-19,4,0.4,89.99,IK-22
IN-39127,2022-07-22,P-23,4,0.4,9.99,IK-22
IN-39487,2022-12-16,P-5,2,0.2,89.99,IK-22
IN-39540,2022-05-11,P-19,4,0.4,89.99,IK-22
IN-40135,2023-09-26,P-3,2,0.2,199,IK-22
IN-40190,2023-02-19,P-19,4,0.4,89.99,IK-22
IN-40532,2022-10-14,P-1,4,0.4,59.99,IK-22
IN-40758,2022-12-11,P-22,2,0.2,159,IK-22
IN-40939,2023-08-15,P-18,2,0.2,45,IK-22
IN-41657,2023-05-06,P-3,4,0.4,199,IK-22
IN-42134,2023-07-23,P-20,3,0.3,199,IK-22
IN-42691,2022-07-23,P-18,4,0.4,45,IK-22
IN-43124,2022-04-27,P-13,3,0.3,699,IK-22
IN-43247,2022-11-22,P-8,1,0.1,99.99,IK-22
IN-43328,2022-01-20,P-5,2,0.2,89.99,IK-22
IN-44021,2021-11-06,P-10,2,0.2,6.99,IK-22
IN-44198,2019-11-08,P-8,3,0.3,99.99,IK-22
IN-44250,2019-01-30,P-1,1,0.1,59.99,IK-22
IN-44384,2021-04-15,P-14,3,0.3,29.99,IK-22
IN-44840,2020-08-21,P-16,2,0.2,129,IK-22
IN-45156,2019-12-12,P-24,2,0.2,49.99,IK-22
IN-46287,2021-01-16,P-7,2,0.2,59.99,IK-22
IN-46959,2020-04-08,P-21,2,0.2,129,IK-22
IN-47861,2021-08-15,P-6,4,0.4,24.99,IK-22
IN-47980,2019-05-08,P-24,4,0.4,49.99,IK-22
IN-48380,2019-07-27,P-5,1,0.1,89.99,IK-22
IN-48438,2019-11-10,P-6,3,0.3,24.99,IK-22
IN-48803,2020-06-09,P-6,2,0.2,24.99,IK-22
IN-49500,2021-05-28,P-5,3,0.3,89.99,IK-22
IN-49503,2020-03-05,P-24,2,0.2,49.99,IK-22
IN-49558,2021-09-20,P-16,1,0.1,129,IK-22
IN-50291,2020-01-09,P-17,2,0.2,279,IK-22
IN-2849,2023-12-28,P-149,4,0.4,19.99,IK-22
IN-5209,2022-01-12,P-126,4,0.4,4.99,IK-22
IN-6762,2022-02-24,P-65,4,0.4,10,IK-22
IN-8260,2021-03-19,P-34,1,0.1,125,IK-22
IN-11280,2021-06-03,P-152,3,0.3,59.99,IK-22
IN-11908,2023-07-25,P-53,3,0.3,69.99,IK-22
IN-15109,2021-03-13,P-117,1,0.1,19.99,IK-22
IN-16574,2023-12-12,P-41,1,0.1,149,IK-22
IN-16576,2022-05-17,P-101,2,0.2,35,IK-22
IN-16926,2022-05-15,P-35,2,0.2,14.99,IK-22
IN-17281,2021-05-11,P-103,4,0.4,59.99,IK-22
IN-17618,2021-08-22,P-80,4,0.4,99,IK-22
IN-17795,2021-06-26,P-157,1,0.1,9.99,IK-22
IN-18048,2023-07-30,P-153,2,0.2,9.99,IK-22
IN-18058,2021-03-30,P-1,3,0.3,59.99,IK-22
IN-18243,2022-11-18,P-61,2,0.2,9.99,IK-22
IN-18414,2022-09-18,P-146,4,0.4,249,IK-22
IN-18573,2021-06-08,P-35,3,0.3,14.99,IK-22
IN-18728,2022-01-28,P-139,3,0.3,29.99,IK-22
IN-18786,2022-02-07,P-119,2,0.2,12.99,IK-22
IN-19570,2023-06-23,P-80,4,0.4,99,IK-22
IN-19905,2021-04-11,P-12,4,0.4,69.99,IK-22
IN-20311,2023-05-03,P-55,3,0.3,39.99,IK-22
IN-20732,2021-07-12,P-161,4,0.4,149,IK-22
IN-20841,2023-06-03,P-66,4,0.4,5,IK-22
IN-21367,2021-04-06,P-56,4,0.4,7.99,IK-22
IN-22193,2021-01-17,P-167,2,0.2,119,IK-22
IN-22419,2023-08-11,P-105,1,0.1,79.99,IK-22
IN-22782,2023-04-27,P-166,1,0.1,49.99,IK-22
IN-22808,2021-04-28,P-170,4,0.4,79.99,IK-22
IN-23263,2023-07-01,P-111,3,0.3,89,IK-22
IN-23742,2022-04-21,P-72,2,0.2,39.99,IK-22
IN-24464,2023-03-29,P-158,4,0.4,29.99,IK-22
IN-25094,2021-07-13,P-1,2,0.2,59.99,IK-22
IN-25188,2022-03-16,P-74,3,0.3,39.99,IK-22
IN-25622,2023-04-27,P-67,1,0.1,179,IK-22
IN-26296,2021-01-20,P-25,1,0.1,35,IK-22
IN-27291,2023-05-02,P-51,1,0.1,3.99,IK-22
IN-27536,2022-09-10,P-46,3,0.3,24.99,IK-22
IN-27571,2021-06-01,P-132,2,0.2,249,IK-22
IN-28439,2022-06-17,P-50,1,0.1,199,IK-22
IN-30129,2021-05-08,P-94,3,0.3,299,IK-22
IN-30751,2021-06-14,P-150,2,0.2,35,IK-22
IN-31098,2021-07-16,P-153,2,0.2,9.99,IK-22
IN-32442,2023-05-29,P-105,3,0.3,79.99,IK-22
IN-32565,2022-07-15,P-64,2,0.2,9.99,IK-22
IN-33862,2022-05-14,P-108,4,0.4,5.99,IK-22
IN-33877,2023-11-20,P-71,3,0.3,99,IK-22
IN-34667,2022-04-26,P-159,1,0.1,149,IK-22
IN-34854,2022-09-01,P-143,2,0.2,129,IK-22
IN-35486,2023-12-21,P-109,2,0.2,179,IK-22
IN-36112,2022-12-20,P-29,3,0.3,49.99,IK-22
IN-36164,2023-05-22,P-133,2,0.2,159,IK-22
IN-36950,2022-09-12,P-16,3,0.3,129,IK-22
IN-37080,2022-01-18,P-11,3,0.3,24.99,IK-22
IN-38404,2022-10-16,P-2,3,0.3,29.99,IK-22
IN-38532,2023-11-18,P-3,1,0.1,199,IK-22
IN-39227,2022-06-26,P-13,1,0.1,699,IK-22
IN-39355,2022-02-06,P-5,3,0.3,89.99,IK-22
IN-39498,2023-07-03,P-13,1,0.1,699,IK-22
IN-40574,2023-09-04,P-16,3,0.3,129,IK-22
IN-40584,2023-09-15,P-4,1,0.1,79.99,IK-22
IN-40620,2022-06-01,P-7,3,0.3,59.99,IK-22
IN-41315,2023-08-22,P-13,3,0.3,699,IK-22
IN-41432,2023-08-11,P-9,3,0.3,249,IK-22
IN-42482,2022-11-02,P-3,3,0.3,199,IK-22
IN-42833,2022-05-02,P-20,2,0.2,199,IK-22
IN-43123,2022-11-08,P-22,2,0.2,159,IK-22
IN-43619,2021-06-02,P-9,4,0.4,249,IK-22
IN-44126,2020-02-12,P-18,1,0.1,45,IK-22
IN-45381,2020-08-13,P-13,1,0.1,699,IK-22
IN-46063,2020-05-03,P-18,3,0.3,45,IK-22
IN-46526,2019-04-06,P-4,2,0.2,79.99,IK-22
IN-47181,2020-06-30,P-6,4,0.4,24.99,IK-22
IN-47680,2020-04-14,P-25,2,0.2,35,IK-22
IN-48372,2021-01-26,P-23,2,0.2,9.99,IK-22
IN-48393,2020-12-14,P-3,3,0.3,199,IK-22
IN-48397,2021-03-17,P-10,1,0.1,6.99,IK-22
IN-49420,2021-03-22,P-1,4,0.4,59.99,IK-22
IN-50018,2021-12-30,P-7,1,0.1,59.99,IK-22
IN-50285,2020-05-01,P-20,1,0.1,199,IK-22
IN-50381,2019-06-14,P-21,1,0.1,129,IK-22
IN-502,2023-03-29,P-79,1,0.1,159,IK-22
IN-1399,2021-06-28,P-77,1,0.1,9.99,IK-22
IN-1471,2022-12-13,P-141,4,0.4,39,IK-22
IN-1792,2021-02-09,P-136,2,0.2,199,IK-22
IN-2654,2023-04-18,P-148,2,0.2,999,IK-22
IN-2810,2021-05-04,P-89,3,0.3,599,IK-22
IN-3176,2022-07-18,P-120,1,0.1,129,IK-22
IN-4194,2022-09-15,P-13,4,0.4,699,IK-22
IN-4776,2023-12-01,P-15,2,0.2,999,IK-22
IN-5194,2021-01-13,P-12,4,0.4,69.99,IK-22
IN-5372,2022-06-18,P-150,3,0.3,35,IK-22
IN-6538,2023-10-22,P-30,2,0.2,24.99,IK-22
IN-7107,2021-10-19,P-138,3,0.3,199,IK-22
IN-7717,2022-01-24,P-24,3,0.3,49.99,IK-22
IN-8276,2023-06-24,P-113,4,0.4,199,IK-22
IN-8590,2021-11-05,P-3,4,0.4,199,IK-22
IN-8627,2021-08-24,P-81,3,0.3,999,IK-22
IN-8812,2021-03-12,P-138,3,0.3,199,IK-22
IN-9816,2021-12-03,P-170,3,0.3,79.99,IK-22
IN-10080,2021-09-25,P-151,2,0.2,159,IK-22
IN-10140,2021-03-02,P-24,2,0.2,49.99,IK-22
IN-10751,2022-05-31,P-83,3,0.3,15,IK-22
IN-10888,2021-04-23,P-70,1,0.1,69.99,IK-22
IN-12287,2021-11-06,P-150,1,0.1,35,IK-22
IN-12809,2022-09-25,P-122,4,0.4,49,IK-22
IN-13127,2021-09-06,P-57,3,0.3,79.99,IK-22
IN-13946,2023-12-05,P-158,2,0.2,29.99,IK-22
IN-14025,2021-05-05,P-120,3,0.3,129,IK-22
IN-14399,2023-07-09,P-126,4,0.4,4.99,IK-22
IN-14556,2022-09-01,P-67,3,0.3,179,IK-22
IN-14678,2023-11-25,P-13,4,0.4,699,IK-22
IN-14847,2022-09-24,P-5,1,0.1,89.99,IK-22
IN-14979,2023-05-11,P-33,4,0.4,49.99,IK-22
IN-15260,2022-03-28,P-122,1,0.1,49,IK-22
IN-16776,2021-05-12,P-13,3,0.3,699,IK-22
IN-18053,2022-05-05,P-28,1,0.1,5.99,IK-22
IN-18075,2021-08-13,P-48,1,0.1,199,IK-22
IN-18182,2021-09-09,P-38,3,0.3,14.99,IK-22
IN-18479,2022-03-10,P-85,4,0.4,29.99,IK-22
IN-18774,2022-01-02,P-92,4,0.4,19.99,IK-22
IN-19363,2023-07-18,P-42,3,0.3,89.99,IK-22
IN-19749,2022-08-04,P-69,2,0.2,5.99,IK-22
IN-19825,2022-12-22,P-140,4,0.4,129,IK-22
IN-20237,2023-03-17,P-143,4,0.4,129,IK-22
IN-20399,2022-01-11,P-161,2,0.2,149,IK-22
IN-20508,2022-06-28,P-116,2,0.2,149,IK-22
IN-21171,2023-08-20,P-4,1,0.1,79.99,IK-22
IN-21259,2021-05-22,P-39,2,0.2,99,IK-22
IN-22176,2022-05-02,P-25,1,0.1,35,IK-22
IN-22601,2023-05-18,P-90,4,0.4,179,IK-22
IN-22778,2023-04-23,P-95,4,0.4,399,IK-22
IN-23535,2023-07-23,P-171,3,0.3,39.99,IK-22
IN-23860,2021-10-31,P-105,1,0.1,79.99,IK-22
IN-24463,2021-12-27,P-41,2,0.2,149,IK-22
IN-24935,2021-05-01,P-139,4,0.4,29.99,IK-22
IN-25781,2021-01-02,P-139,3,0.3,29.99,IK-22
IN-25992,2023-02-06,P-59,4,0.4,49.99,IK-22
IN-26066,2021-11-08,P-174,2,0.2,19.99,IK-22
IN-26681,2022-06-29,P-157,3,0.3,9.99,IK-22
IN-26727,2022-02-11,P-144,1,0.1,149,IK-22
IN-27266,2023-02-16,P-159,4,0.4,149,IK-22
IN-27781,2022-09-17,P-158,1,0.1,29.99,IK-22
IN-27870,2022-06-23,P-148,4,0.4,999,IK-22
IN-28095,2021-02-10,P-87,4,0.4,99,IK-22
IN-28270,2023-10-29,P-68,2,0.2,29.99,IK-22
IN-28318,2022-08-21,P-146,3,0.3,249,IK-22
IN-28399,2023-06-24,P-7,1,0.1,59.99,IK-22
IN-28822,2021-03-09,P-168,4,0.4,199,IK-22
IN-28973,2022-01-19,P-127,3,0.3,29.99,IK-22
IN-29719,2023-01-16,P-146,3,0.3,249,IK-22
IN-30878,2023-07-16,P-154,4,0.4,29.99,IK-22
IN-31753,2022-07-12,P-31,2,0.2,19.99,IK-22
IN-32005,2022-03-27,P-167,1,0.1,119,IK-22
IN-32319,2022-06-10,P-157,3,0.3,9.99,IK-22
IN-32467,2023-10-07,P-163,3,0.3,59.99,IK-22
IN-32892,2023-04-08,P-165,1,0.1,179,IK-22
IN-32933,2022-12-25,P-2,2,0.2,29.99,IK-22
IN-32939,2022-03-16,P-80,4,0.4,99,IK-22
IN-33417,2023-09-27,P-163,2,0.2,59.99,IK-22
IN-33662,2023-11-01,P-93,1,0.1,19.99,IK-22
IN-34049,2022-01-07,P-162,1,0.1,19.99,IK-22
IN-34584,2022-05-12,P-85,4,0.4,29.99,IK-22
IN-34590,2022-01-03,P-60,4,0.4,15,IK-22
IN-34907,2023-11-11,P-11,4,0.4,24.99,IK-22
IN-35816,2023-11-23,P-12,1,0.1,69.99,IK-22
IN-35895,2023-08-13,P-3,3,0.3,199,IK-22
IN-36078,2022-06-10,P-62,4,0.4,179,IK-22
IN-36220,2023-09-15,P-110,4,0.4,299,IK-22
IN-36930,2022-02-09,P-12,4,0.4,69.99,IK-22
IN-37391,2023-08-21,P-3,2,0.2,199,IK-22
IN-37809,2022-10-12,P-20,1,0.1,199,IK-22
IN-38216,2023-10-29,P-19,1,0.1,89.99,IK-22
IN-38312,2022-07-23,P-20,4,0.4,199,IK-22
IN-39631,2023-12-26,P-16,1,0.1,129,IK-22
IN-40508,2022-03-31,P-21,1,0.1,129,IK-22
IN-40703,2023-12-22,P-24,4,0.4,49.99,IK-22
IN-40911,2023-07-26,P-2,4,0.4,29.99,IK-22
IN-41484,2023-01-18,P-6,1,0.1,24.99,IK-22
IN-41641,2023-09-20,P-14,2,0.2,29.99,IK-22
IN-42893,2023-04-03,P-18,3,0.3,45,IK-22
IN-43029,2022-03-07,P-20,4,0.4,199,IK-22
IN-43212,2023-07-15,P-6,3,0.3,24.99,IK-22
IN-43287,2023-01-29,P-6,2,0.2,24.99,IK-22
IN-43579,2021-11-29,P-3,4,0.4,199,IK-22
IN-43660,2019-07-14,P-24,1,0.1,49.99,IK-22
IN-44513,2019-10-12,P-19,4,0.4,89.99,IK-22
IN-44736,2019-10-13,P-3,4,0.4,199,IK-22
IN-45408,2020-04-20,P-8,1,0.1,99.99,IK-22
IN-45560,2020-02-25,P-5,1,0.1,89.99,IK-22
IN-45719,2021-04-28,P-18,1,0.1,45,IK-22
IN-46817,2021-03-12,P-6,2,0.2,24.99,IK-22
IN-47111,2020-06-24,P-4,2,0.2,79.99,IK-22
IN-47332,2020-11-03,P-17,2,0.2,279,IK-22
IN-47817,2019-12-08,P-11,2,0.2,24.99,IK-22
IN-48023,2021-02-26,P-16,2,0.2,129,IK-22
IN-48481,2021-07-06,P-20,4,0.4,199,IK-22
IN-48783,2019-07-27,P-15,2,0.2,999,IK-22
IN-49054,2019-09-28,P-2,4,0.4,29.99,IK-22
IN-49772,2019-07-27,P-10,3,0.3,6.99,IK-22
IN-50120,2021-05-07,P-14,4,0.4,29.99,IK-22
IN-586,2021-01-20,P-14,2,0.2,29.99,IK-22
IN-2197,2023-02-11,P-162,3,0.3,19.99,IK-22
IN-4637,2022-08-03,P-14,4,0.4,29.99,IK-22
IN-5328,2021-05-18,P-151,3,0.3,159,IK-22
IN-5981,2023-04-16,P-101,3,0.3,35,IK-22
IN-7393,2023-02-10,P-120,2,0.2,129,IK-22
IN-8253,2023-01-16,P-59,1,0.1,49.99,IK-22
IN-8918,2021-12-01,P-96,4,0.4,249,IK-22
IN-10464,2021-03-21,P-15,3,0.3,999,IK-22
IN-14292,2021-08-23,P-72,4,0.4,39.99,IK-22
IN-16241,2022-01-09,P-107,1,0.1,199,IK-22
IN-18560,2022-11-23,P-140,2,0.2,129,IK-22
IN-18722,2021-02-27,P-78,3,0.3,329,IK-22
IN-18999,2022-07-25,P-100,3,0.3,12.99,IK-22
IN-20154,2022-02-09,P-121,1,0.1,129,IK-22
IN-21252,2021-04-12,P-93,3,0.3,19.99,IK-22
IN-21505,2023-03-09,P-105,1,0.1,79.99,IK-22
IN-23099,2023-02-04,P-34,2,0.2,125,IK-22
IN-24008,2023-09-30,P-4,2,0.2,79.99,IK-22
IN-24193,2021-05-24,P-128,2,0.2,199,IK-22
IN-25999,2023-03-27,P-133,1,0.1,159,IK-22
IN-26109,2022-04-19,P-30,4,0.4,24.99,IK-22
IN-26789,2022-12-20,P-15,4,0.4,999,IK-22
IN-27907,2023-04-05,P-30,3,0.3,24.99,IK-22
IN-28210,2022-06-04,P-73,3,0.3,799,IK-22
IN-29031,2021-06-03,P-129,2,0.2,349,IK-22
IN-30942,2021-05-22,P-125,3,0.3,69,IK-22
IN-32685,2023-06-18,P-82,1,0.1,199,IK-22
IN-34431,2022-11-22,P-145,3,0.3,179,IK-22
IN-34991,2023-04-13,P-62,3,0.3,179,IK-22
IN-35000,2022-04-23,P-85,4,0.4,29.99,IK-22
IN-35646,2022-09-03,P-25,1,0.1,35,IK-22
IN-35796,2023-11-28,P-6,2,0.2,24.99,IK-22
IN-35829,2022-11-22,P-165,4,0.4,179,IK-22
IN-35912,2022-06-17,P-3,2,0.2,199,IK-22
IN-36314,2023-10-01,P-131,2,0.2,699,IK-22
IN-36331,2023-04-26,P-62,2,0.2,179,IK-22
IN-36888,2022-08-16,P-14,3,0.3,29.99,IK-22
IN-37202,2023-01-02,P-14,2,0.2,29.99,IK-22
IN-37292,2023-05-20,P-6,4,0.4,24.99,IK-22
IN-37493,2022-06-11,P-18,1,0.1,45,IK-22
IN-37565,2023-06-24,P-1,3,0.3,59.99,IK-22
IN-38140,2022-04-18,P-19,1,0.1,89.99,IK-22
IN-38701,2023-10-13,P-15,3,0.3,999,IK-22
IN-39261,2022-09-11,P-4,1,0.1,79.99,IK-22
IN-39682,2023-04-02,P-13,1,0.1,699,IK-22
IN-39911,2022-08-18,P-7,4,0.4,59.99,IK-22
IN-40348,2023-09-19,P-11,3,0.3,24.99,IK-22
IN-40560,2023-05-20,P-15,1,0.1,999,IK-22
IN-40611,2023-11-11,P-10,4,0.4,6.99,IK-22
IN-40649,2023-03-11,P-3,3,0.3,199,IK-22
IN-40838,2023-06-04,P-9,4,0.4,249,IK-22
IN-41099,2022-07-11,P-16,1,0.1,129,IK-22
IN-42008,2023-08-07,P-22,3,0.3,159,IK-22
IN-42218,2022-12-23,P-18,4,0.4,45,IK-22
IN-42895,2022-09-10,P-25,2,0.2,35,IK-22
IN-43300,2022-10-23,P-8,4,0.4,99.99,IK-22
IN-43606,2021-07-30,P-10,1,0.1,6.99,IK-22
IN-44300,2020-09-26,P-8,1,0.1,99.99,IK-22
IN-45322,2019-02-11,P-7,2,0.2,59.99,IK-22
IN-45778,2019-03-22,P-21,3,0.3,129,IK-22
IN-46006,2019-02-18,P-10,2,0.2,6.99,IK-22
IN-46146,2020-08-22,P-5,2,0.2,89.99,IK-22
IN-46626,2020-06-11,P-15,4,0.4,999,IK-22
IN-47258,2021-10-12,P-5,2,0.2,89.99,IK-22
IN-48045,2021-11-01,P-22,4,0.4,159,IK-22
IN-48509,2019-11-25,P-9,2,0.2,249,IK-22
IN-48782,2019-07-11,P-1,1,0.1,59.99,IK-22
IN-48880,2019-08-08,P-4,4,0.4,79.99,IK-22
IN-50148,2021-07-12,P-2,2,0.2,29.99,IK-22
IN-1049,2022-04-09,P-66,4,0.4,5,IK-22
IN-1417,2022-05-27,P-74,3,0.3,39.99,IK-22
IN-1799,2023-08-12,P-162,1,0.1,19.99,IK-22
IN-8166,2022-05-20,P-94,4,0.4,299,IK-22
IN-9275,2022-05-03,P-70,4,0.4,69.99,IK-22
IN-10164,2022-10-04,P-109,3,0.3,179,IK-22
IN-13560,2023-09-08,P-10,3,0.3,6.99,IK-22
IN-14532,2023-09-07,P-171,2,0.2,39.99,IK-22
IN-15771,2023-12-03,P-133,2,0.2,159,IK-22
IN-22273,2021-10-23,P-152,4,0.4,59.99,IK-22
IN-22311,2022-03-08,P-4,2,0.2,79.99,IK-22
IN-23001,2022-03-01,P-92,1,0.1,19.99,IK-22
IN-23251,2021-09-16,P-33,4,0.4,49.99,IK-22
IN-24883,2022-12-12,P-6,4,0.4,24.99,IK-22
IN-25827,2022-06-29,P-169,4,0.4,89,IK-22
IN-26756,2021-05-20,P-29,3,0.3,49.99,IK-22
IN-27956,2022-03-25,P-77,3,0.3,9.99,IK-22
IN-31030,2023-09-24,P-37,4,0.4,129,IK-22
IN-31423,2023-06-21,P-48,4,0.4,199,IK-22
IN-33457,2023-12-05,P-68,4,0.4,29.99,IK-22
IN-33683,2022-09-10,P-1,2,0.2,59.99,IK-22
IN-33798,2022-08-10,P-139,4,0.4,29.99,IK-22
IN-34324,2022-07-12,P-129,3,0.3,349,IK-22
IN-34548,2023-10-23,P-12,3,0.3,69.99,IK-22
IN-34619,2022-05-26,P-10,2,0.2,6.99,IK-22
IN-34887,2023-12-14,P-48,3,0.3,199,IK-22
IN-37394,2023-06-17,P-21,4,0.4,129,IK-22
IN-37723,2022-09-04,P-12,1,0.1,69.99,IK-22
IN-37928,2022-02-02,P-12,2,0.2,69.99,IK-22
IN-38249,2022-05-24,P-13,3,0.3,699,IK-22
IN-38747,2023-04-27,P-19,4,0.4,89.99,IK-22
IN-39307,2022-07-23,P-8,1,0.1,99.99,IK-22
IN-39938,2023-09-10,P-16,1,0.1,129,IK-22
IN-40235,2023-08-06,P-19,4,0.4,89.99,IK-22
IN-40696,2023-02-05,P-4,4,0.4,79.99,IK-22
IN-40859,2023-01-18,P-21,2,0.2,129,IK-22
IN-41397,2022-05-30,P-22,2,0.2,159,IK-22
IN-42049,2022-05-19,P-24,1,0.1,49.99,IK-22
IN-44332,2020-03-03,P-2,2,0.2,29.99,IK-22
IN-44387,2021-08-18,P-8,4,0.4,99.99,IK-22
IN-44634,2020-07-09,P-20,1,0.1,199,IK-22
IN-44833,2019-04-18,P-11,3,0.3,24.99,IK-22
IN-44878,2021-10-19,P-24,2,0.2,49.99,IK-22
IN-45181,2021-08-12,P-16,2,0.2,129,IK-22
IN-45823,2019-09-02,P-6,1,0.1,24.99,IK-22
IN-46352,2020-10-02,P-7,3,0.3,59.99,IK-22
IN-47064,2019-12-08,P-8,2,0.2,99.99,IK-22
